,year,quarter,month,latitude,longitude,depth,magnitude,dayPeriod,earthquakeCategory,depthCategory,cluster
3897,2022,1,2,-7.131900787,106.0085068,10.0,4.421935737,Afternoon,Light,Shallow,3
3900,2022,1,2,-7.169482708,105.4008331,10.0,3.601584019,Night,Minor,Shallow,1
3908,2022,1,2,-8.927942276,112.8805237,17.0,3.585947675,Evening,Minor,Shallow,-1
3910,2022,1,2,-7.317536831,106.0589981,17.0,4.778772311,Afternoon,Light,Shallow,3
3912,2022,1,3,-8.402952194,107.5904312,69.0,4.564186563,Afternoon,Light,Shallow,28
3913,2022,1,3,-8.330998421,108.9235077,40.0,4.183942306,Evening,Light,Shallow,13
3919,2022,1,3,-7.196671009,105.9849319,10.0,5.021911401,Dawn,Moderate,Shallow,3
3920,2022,1,3,-7.217037201,105.9564896,10.0,4.133451853,Dawn,Light,Shallow,3
3925,2022,1,3,-7.234857559,105.9592896,13.0,4.229705375,Morning,Light,Shallow,3
3930,2022,1,3,-7.170594215,105.9701004,10.0,3.82293864,Morning,Minor,Shallow,3
3931,2022,1,3,-7.281887531,105.0383377,10.0,3.515316383,Morning,Minor,Shallow,-1
3932,2022,1,3,-7.152282238,106.0306396,10.0,4.1006056,Evening,Light,Shallow,3
3935,2022,1,3,-7.255361557,105.9191284,10.0,3.87381181,Morning,Minor,Shallow,3
3939,2022,1,3,-8.889674187,112.0285797,13.0,4.11090059,Afternoon,Light,Shallow,-1
3940,2022,1,3,-8.169689178,107.8583908,20.0,3.977043501,Afternoon,Minor,Shallow,2
3941,2022,1,3,-7.157306194,105.907608,10.0,3.913611175,Night,Minor,Shallow,3
3942,2022,1,3,-8.066841125,107.2226257,10.0,3.610721596,Afternoon,Minor,Shallow,7
3944,2022,1,3,-7.286866188,107.7068634,10.0,3.664968546,Afternoon,Minor,Shallow,9
3945,2022,1,3,-7.810034752,106.9753265,49.0,5.32989447,Dawn,Moderate,Shallow,14
3946,2022,1,3,-7.930000782,107.0326767,12.0,4.397731618,Dawn,Light,Shallow,14
3949,2022,1,3,-7.893409252,107.0150757,21.0,3.925683724,Morning,Minor,Shallow,14
3959,2022,1,3,-7.820407867,107.2658615,22.0,3.647257426,Morning,Minor,Shallow,4
3960,2022,1,3,-7.036570072,105.2955627,12.0,4.039970144,Afternoon,Light,Shallow,1
3969,2022,1,3,-7.184356689,105.9774628,10.0,3.753978045,Dawn,Minor,Shallow,3
3972,2022,1,3,-7.209543705,105.9645157,10.0,3.507274667,Evening,Minor,Shallow,3
3976,2022,1,3,-8.88683033,112.4992752,13.0,3.894674665,Dawn,Minor,Shallow,8
3977,2022,1,3,-7.244484901,105.9135208,10.0,4.13513317,Dawn,Light,Shallow,3
3979,2022,1,3,-7.166952133,105.9747543,26.0,3.867537721,Dawn,Minor,Shallow,3
3982,2022,1,3,-7.187183857,105.9849625,10.0,3.643985678,Afternoon,Minor,Shallow,3
3985,2022,1,3,-8.921719551,110.1469193,10.0,4.266631576,Morning,Light,Shallow,-1
3987,2022,1,3,-8.826274872,110.2132874,10.0,3.671260378,Morning,Minor,Shallow,11
3989,2022,1,3,-8.016228676,107.0234985,10.0,3.81624195,Afternoon,Minor,Shallow,14
3990,2022,2,4,-7.052087784,106.0381165,15.0,4.891643222,Dawn,Light,Shallow,3
3992,2022,2,4,-7.204969883,105.9538116,10.0,5.226609561,Morning,Moderate,Shallow,3
3993,2022,2,4,-7.235150814,105.9750366,10.0,4.501749468,Morning,Light,Shallow,3
3994,2022,2,4,-7.241232872,105.9232101,10.0,3.675447779,Morning,Minor,Shallow,3
3995,2022,2,4,-7.237061501,105.9728317,10.0,3.647093237,Morning,Minor,Shallow,3
4008,2022,2,4,-7.380102158,106.0571518,69.0,4.42258128,Morning,Light,Shallow,3
4009,2022,2,4,-8.655274391,109.4341812,10.0,3.52800517,Evening,Minor,Shallow,-1
4011,2022,2,4,-8.373064041,109.0082703,17.0,4.148716853,Morning,Light,Shallow,13
4012,2022,2,4,-8.508946419,107.9055786,10.0,3.808722835,Dawn,Minor,Shallow,-1
4017,2022,2,4,-7.51860714,105.91082,10.0,3.932750723,Evening,Minor,Shallow,3
4019,2022,2,4,-8.842272758,110.9463425,14.0,3.507612383,Morning,Minor,Shallow,19
4025,2022,2,4,-7.080301285,105.9642181,10.0,3.700230577,Morning,Minor,Shallow,3
4026,2022,2,4,-8.87799263,112.5077744,36.0,4.029385241,Afternoon,Light,Shallow,8
4029,2022,2,4,-7.698523521,106.4455261,17.0,3.921496744,Afternoon,Minor,Shallow,6
4033,2022,2,4,-7.04117775,105.3517609,14.0,3.675766667,Night,Minor,Shallow,1
4044,2022,2,4,-8.543153763,109.0640869,64.0,4.465346258,Dawn,Light,Shallow,21
4045,2022,2,4,-8.134965897,108.2266922,23.0,3.5791494,Evening,Minor,Shallow,17
4047,2022,2,4,-7.436373234,106.660202,53.0,4.694213962,Afternoon,Light,Shallow,-1
4050,2022,2,4,-8.185885429,107.4209061,10.0,4.551936184,Morning,Light,Shallow,7
4054,2022,2,4,-8.519329071,109.0681076,47.0,3.821730077,Afternoon,Minor,Shallow,21
4056,2022,2,4,-7.582324505,105.9346771,18.0,3.509597462,Evening,Minor,Shallow,3
4060,2022,2,5,-8.981302261,111.6606522,10.0,3.903304721,Evening,Minor,Shallow,-1
4063,2022,2,5,-8.071491241,109.9438171,10.0,4.130238265,Morning,Light,Shallow,-1
4064,2022,2,5,-8.169104576,113.0732346,10.0,3.570705092,Afternoon,Minor,Shallow,-1
4068,2022,2,5,-7.018142223,105.3228455,5.0,4.014500408,Evening,Light,Shallow,1
4069,2022,2,5,-8.136897087,108.2593231,33.0,4.505313132,Dawn,Light,Shallow,17
4075,2022,2,5,-7.920236111,106.9586182,10.0,4.248825223,Evening,Light,Shallow,14
4079,2022,2,5,-8.91884613,110.216217,14.0,3.722596648,Dawn,Minor,Shallow,11
4082,2022,2,5,-7.7708354,106.4034424,10.0,4.305384298,Morning,Light,Shallow,6
4087,2022,2,5,-8.814850807,112.4698563,38.0,4.202741255,Afternoon,Light,Shallow,8
4091,2022,2,5,-8.703821182,112.2456284,10.0,4.063312891,Evening,Light,Shallow,-1
4106,2022,2,5,-8.144709587,107.9236908,20.0,4.058369366,Night,Light,Shallow,2
4108,2022,2,5,-6.42151165,112.1110153,10.0,4.430893532,Morning,Light,Shallow,-1
4116,2022,2,6,-8.476611137,109.2642517,66.0,3.570136537,Afternoon,Minor,Shallow,15
4124,2022,2,6,-8.640870094,108.685051,10.0,3.641481229,Afternoon,Minor,Shallow,10
4125,2022,2,6,-8.957473755,113.0315323,10.0,4.242444302,Evening,Light,Shallow,27
4126,2022,2,6,-8.486040115,113.4088135,10.0,3.556710823,Evening,Minor,Shallow,-1
4135,2022,2,6,-8.877549171,110.7678833,10.0,3.933220134,Dawn,Minor,Shallow,-1
4136,2022,2,6,-7.491557121,105.0038223,24.0,3.857751776,Morning,Minor,Shallow,-1
4138,2022,2,6,-8.95964241,110.4064407,10.0,3.646685999,Night,Minor,Shallow,24
4146,2022,2,6,-8.551505089,108.9149551,25.0,4.146110744,Dawn,Light,Shallow,13
4153,2022,2,6,-7.520710945,105.9477921,19.0,3.640149438,Morning,Minor,Shallow,3
4154,2022,2,6,-7.437357903,111.6066437,19.0,3.569278837,Afternoon,Minor,Shallow,-1
4155,2022,3,7,-7.50728035,106.7362671,33.0,3.572592695,Evening,Minor,Shallow,6
4156,2022,3,7,-8.354424477,108.8406525,24.0,3.617230862,Evening,Minor,Shallow,13
4159,2022,3,7,-8.954257965,109.826622,10.0,3.888594677,Night,Minor,Shallow,12
4161,2022,3,7,-8.846252441,109.8543854,10.0,4.084438438,Afternoon,Light,Shallow,12
4163,2022,3,7,-8.758163452,110.0922165,20.0,3.775662482,Night,Minor,Shallow,-1
4164,2022,3,7,-8.228289604,107.8540268,30.0,4.466026109,Afternoon,Light,Shallow,2
4165,2022,3,7,-8.116915703,107.921402,56.0,4.373686875,Afternoon,Light,Shallow,2
4168,2022,3,7,-7.165117741,105.9916687,10.0,4.2461722,Afternoon,Light,Shallow,3
4169,2022,3,7,-7.215809822,105.9614944,11.0,3.624006909,Afternoon,Minor,Shallow,3
4172,2022,3,7,-8.544359207,108.8047485,43.0,3.501351663,Evening,Minor,Shallow,13
4177,2022,3,7,-8.057499886,107.334343,26.0,3.60461601,Evening,Minor,Shallow,7
4179,2022,3,7,-7.920094013,107.0887146,13.0,3.526051954,Morning,Minor,Shallow,14
4187,2022,3,7,-7.004423618,105.2496948,10.0,3.838389864,Afternoon,Minor,Shallow,1
4191,2022,3,8,-7.809252739,105.9779053,10.0,3.627285802,Evening,Minor,Shallow,3
4194,2022,3,8,-8.867056847,108.5081329,14.0,3.76340532,Afternoon,Minor,Shallow,-1
4196,2022,3,8,-7.988363266,107.0546494,10.0,3.799575399,Night,Minor,Shallow,14
4198,2022,3,8,-8.967695236,111.2666931,10.0,4.150959067,Morning,Light,Shallow,16
4199,2022,3,8,-8.717277527,111.1369019,35.0,3.708178377,Afternoon,Minor,Shallow,-1
4201,2022,3,8,-7.820887566,105.8951187,10.0,3.628984903,Afternoon,Minor,Shallow,3
4202,2022,3,8,-8.033010483,107.8761597,24.0,3.712587466,Afternoon,Minor,Shallow,2
4205,2022,3,8,-8.490097046,108.6825256,47.0,4.103635234,Night,Light,Shallow,10
4208,2022,3,8,-8.103282928,107.9034348,29.0,3.930646528,Afternoon,Minor,Shallow,2
4210,2022,3,8,-7.898465633,106.9287186,18.0,3.729873866,Dawn,Minor,Shallow,14
4215,2022,3,8,-7.896562099,106.6267776,10.0,4.294552737,Night,Light,Shallow,6
4216,2022,3,8,-7.746165276,111.9920731,10.0,3.827262846,Evening,Minor,Shallow,-1
4229,2022,3,9,-8.783272743,110.3680115,11.0,3.737982799,Evening,Minor,Shallow,11
4230,2022,3,9,-8.785697937,110.4068451,12.0,3.534232929,Evening,Minor,Shallow,11
4236,2022,3,9,-7.299637318,106.1149292,21.0,4.127415452,Morning,Light,Shallow,3
4238,2022,3,9,-7.948576927,107.0250473,10.0,4.213035995,Dawn,Light,Shallow,14
4239,2022,3,9,-8.249490738,108.2297821,18.0,4.308381679,Dawn,Light,Shallow,17
4247,2022,3,9,-8.935264587,112.1258392,10.0,3.740621863,Afternoon,Minor,Shallow,-1
4249,2022,3,9,-7.693078995,106.0471115,10.0,4.171023499,Afternoon,Light,Shallow,3
4256,2022,3,9,-7.599263668,106.3672409,49.0,4.076784226,Evening,Light,Shallow,-1
4259,2022,3,9,-8.951997757,109.7747955,10.0,3.621942169,Afternoon,Minor,Shallow,12
4260,2022,3,9,-8.058548927,109.6068039,58.0,4.209961292,Afternoon,Light,Shallow,-1
4262,2022,3,9,-7.055972099,106.4324799,10.0,3.928527063,Morning,Minor,Shallow,-1
4269,2022,3,9,-8.729595184,110.2655869,10.0,3.925168283,Night,Minor,Shallow,11
4277,2022,4,10,-8.747912407,108.5817184,10.0,3.630780798,Afternoon,Minor,Shallow,-1
4286,2022,4,10,-7.420423985,106.4360275,33.0,4.364694874,Evening,Light,Shallow,-1
4288,2022,4,10,-8.918568611,112.8937225,13.0,3.872890946,Morning,Minor,Shallow,-1
4290,2022,4,10,-8.117760658,107.3637695,10.0,4.281366086,Night,Light,Shallow,7
4292,2022,4,10,-8.33778286,109.0193939,22.0,4.680799815,Dawn,Light,Shallow,13
4293,2022,4,10,-6.999808788,106.0625,47.0,5.269386948,Morning,Moderate,Shallow,3
4296,2022,4,10,-7.635308743,106.0082321,10.0,3.546719404,Afternoon,Minor,Shallow,3
4300,2022,4,10,-8.933672905,109.8602829,10.0,3.507786534,Afternoon,Minor,Shallow,12
4307,2022,4,10,-7.427753925,106.0154266,10.0,3.512286868,Evening,Minor,Shallow,3
4310,2022,4,10,-7.488830566,106.0628281,16.0,3.916773204,Dawn,Minor,Shallow,3
4317,2022,4,10,-7.653497219,106.0381851,10.0,3.504983758,Evening,Minor,Shallow,3
4320,2022,4,10,-7.383111954,106.0525055,19.0,3.565036033,Afternoon,Minor,Shallow,3
4321,2022,4,10,-8.730498314,109.5205307,26.0,3.82445396,Dawn,Minor,Shallow,-1
4322,2022,4,10,-8.315292358,109.033905,23.0,4.679337978,Night,Light,Shallow,13
4327,2022,4,10,-7.771784306,106.8539886,51.0,5.064924304,Dawn,Moderate,Shallow,14
4333,2022,4,11,-7.730682373,106.8891296,35.0,4.668192857,Evening,Light,Shallow,14
4334,2022,4,11,-8.742343903,110.2780304,18.0,3.520675681,Dawn,Minor,Shallow,11
4345,2022,4,11,-8.790781021,111.7736511,26.0,3.59568788,Morning,Minor,Shallow,-1
4346,2022,4,11,-8.242895126,107.3276062,10.0,4.860936655,Afternoon,Light,Shallow,7
4347,2022,4,11,-8.19241333,107.3386383,53.0,5.320486972,Afternoon,Moderate,Shallow,7
4348,2022,4,11,-8.088220596,107.3644333,30.0,4.244497334,Afternoon,Light,Shallow,7
4349,2022,4,11,-6.775733471,107.3480301,10.0,3.812633097,Afternoon,Minor,Shallow,-1
4355,2022,4,11,-7.034598827,105.3809128,53.0,5.019808764,Afternoon,Moderate,Shallow,1
4364,2022,4,11,-8.098546982,107.8848038,41.0,5.071355452,Evening,Moderate,Shallow,2
4366,2022,4,11,-6.870993614,107.0168457,11.0,5.600368875,Morning,Moderate,Shallow,30
4367,2022,4,11,-6.855303764,107.0995789,10.0,4.452734379,Morning,Light,Shallow,30
4368,2022,4,11,-6.857949734,107.092247,10.0,3.652359866,Morning,Minor,Shallow,30
4372,2022,4,11,-6.829107761,107.0553894,10.0,3.576417269,Morning,Minor,Shallow,30
4400,2022,4,11,-6.832508564,107.0631866,10.0,3.524292197,Morning,Minor,Shallow,30
4448,2022,4,11,-8.845966339,113.4700317,10.0,3.533573729,Evening,Minor,Shallow,-1
4491,2022,4,11,-7.891100407,107.0400696,16.0,4.144974782,Afternoon,Light,Shallow,14
4499,2022,4,11,-6.830910206,107.0653763,5.0,3.873684364,Dawn,Minor,Shallow,30
4505,2022,4,11,-7.773600578,113.5967178,10.0,4.14771789,Morning,Light,Shallow,-1
4510,2022,4,11,-8.758221626,111.4101486,10.0,3.601250406,Afternoon,Minor,Shallow,-1
4528,2022,4,11,-8.86528492,112.455513,38.0,3.557120527,Night,Minor,Shallow,8
4559,2022,4,11,-6.859888554,107.0484848,10.0,3.505683586,Evening,Minor,Shallow,30
4615,2022,4,11,-8.23073864,108.2270126,55.0,4.598379494,Night,Light,Shallow,17
4685,2022,4,11,-8.402377129,109.200676,31.0,3.610071107,Afternoon,Minor,Shallow,15
4690,2022,4,11,-6.820449352,107.0757065,16.0,3.999613544,Night,Minor,Shallow,30
4696,2022,4,11,-8.300416946,107.1859741,10.0,4.160817714,Morning,Light,Shallow,-1
4700,2022,4,11,-8.327611923,107.1550598,10.0,3.787748664,Afternoon,Minor,Shallow,-1
4738,2022,4,12,-8.111111641,107.9079361,24.0,4.50896593,Evening,Light,Shallow,2
4750,2022,4,12,-6.835120678,107.0622635,10.0,4.026386902,Evening,Light,Shallow,30
4762,2022,4,12,-8.288903236,107.9064407,25.0,3.620211621,Night,Minor,Shallow,2
4792,2022,4,12,-7.385480404,106.1934967,28.0,3.528724573,Morning,Minor,Shallow,3
4802,2022,4,12,-8.90086937,111.4344635,19.0,4.439019285,Afternoon,Light,Shallow,16
4803,2022,4,12,-7.716674328,106.8603134,28.0,3.583680712,Dawn,Minor,Shallow,14
4805,2022,4,12,-7.511743069,106.723938,32.0,3.593051171,Afternoon,Minor,Shallow,6
4811,2022,4,12,-8.085262299,107.9122772,29.0,3.975538552,Morning,Minor,Shallow,2
4816,2022,4,12,-7.529511929,106.7303162,30.0,3.868223838,Afternoon,Minor,Shallow,6
4840,2022,4,12,-8.829853058,112.4586639,40.0,3.888410849,Afternoon,Minor,Shallow,8
4841,2022,4,12,-8.846534729,112.4816666,34.0,4.784874889,Evening,Light,Shallow,8
4847,2022,4,12,-6.981324673,108.4955902,10.0,3.567945091,Evening,Minor,Shallow,-1
4851,2022,4,12,-8.716366768,108.0618439,19.0,3.900967842,Afternoon,Minor,Shallow,-1
4865,2022,4,12,-8.177517891,107.8972778,29.0,4.535376514,Evening,Light,Shallow,2
4869,2022,4,12,-8.472770691,108.7365265,51.0,3.609270411,Dawn,Minor,Shallow,10
4872,2022,4,12,-8.959009171,111.3818893,11.0,3.528197846,Afternoon,Minor,Shallow,16
4886,2023,1,1,-7.793924809,107.298378,26.0,3.748902037,Morning,Minor,Shallow,4
4893,2023,1,1,-8.086607933,107.9046707,24.0,5.012925059,Evening,Moderate,Shallow,2
4907,2023,1,1,-7.831590176,107.2618484,27.0,3.706470785,Evening,Minor,Shallow,4
4911,2023,1,1,-8.433531761,107.8011703,21.0,4.048385704,Afternoon,Light,Shallow,2
4920,2023,1,1,-8.058512688,107.9346237,24.0,4.242830972,Morning,Light,Shallow,2
4937,2023,1,1,-7.228031158,109.8286591,10.0,3.539636261,Morning,Minor,Shallow,-1
4955,2023,1,1,-6.797528267,107.0994034,10.0,4.008806802,Evening,Light,Shallow,30
4959,2023,1,1,-6.709730148,107.3442917,10.0,3.679239504,Dawn,Minor,Shallow,-1
4961,2023,1,1,-6.829705238,107.0563278,10.0,4.277390076,Evening,Light,Shallow,30
4972,2023,1,1,-7.167421341,107.5915985,39.0,4.598536876,Evening,Light,Shallow,-1
4982,2023,1,1,-6.722424984,107.3145676,10.0,3.708385744,Morning,Minor,Shallow,-1
4985,2023,1,1,-8.389842987,108.9291534,50.0,3.721039196,Morning,Minor,Shallow,13
4987,2023,1,1,-8.893703461,110.9159012,11.0,3.523359156,Night,Minor,Shallow,19
4988,2023,1,2,-7.21734333,107.7124786,28.0,4.749515494,Afternoon,Light,Shallow,9
4991,2023,1,2,-8.436614037,108.5493622,26.0,3.920358799,Morning,Minor,Shallow,10
4992,2023,1,2,-7.247441769,106.1333771,54.0,4.235957762,Afternoon,Light,Shallow,3
4993,2023,1,2,-8.844966888,111.1681976,10.0,3.528790994,Evening,Minor,Shallow,16
4994,2023,1,2,-8.074050903,107.865921,22.0,3.585788229,Evening,Minor,Shallow,2
4998,2023,1,2,-7.783296108,111.395668,11.0,3.61671312,Evening,Minor,Shallow,-1
4999,2023,1,2,-7.381083488,105.8790359,48.0,5.117317549,Night,Moderate,Shallow,3
5021,2023,1,2,-6.229538918,108.2538452,10.0,3.626931561,Evening,Minor,Shallow,-1
5029,2023,1,2,-8.927836418,109.8505859,12.0,3.509606017,Afternoon,Minor,Shallow,12
5034,2023,1,2,-7.030189037,106.6453323,10.0,3.695240744,Afternoon,Minor,Shallow,-1
5039,2023,1,3,-8.291210175,107.8297119,11.0,3.671001365,Evening,Minor,Shallow,2
5043,2023,1,3,-7.697968483,106.5689087,22.0,3.943264747,Dawn,Minor,Shallow,6
5048,2023,1,3,-8.930835724,111.2457352,64.0,4.298640159,Evening,Light,Shallow,16
5053,2023,1,3,-6.160823345,112.0969772,10.0,3.633275637,Morning,Minor,Shallow,-1
5071,2023,1,3,-7.780095577,107.2878571,26.0,3.543977082,Morning,Minor,Shallow,4
5077,2023,1,3,-7.677914143,106.9064407,29.0,4.379193581,Night,Light,Shallow,14
5086,2023,1,3,-8.877307892,109.7812805,10.0,4.196075541,Afternoon,Light,Shallow,12
5087,2023,1,3,-8.89525032,112.6369934,10.0,3.70245004,Night,Minor,Shallow,-1
5089,2023,1,3,-8.824595451,110.9608231,18.0,3.507355503,Evening,Minor,Shallow,19
5092,2023,1,3,-6.849683285,107.0458374,10.0,4.047118043,Dawn,Light,Shallow,30
5098,2023,1,3,-8.843669891,109.3067245,12.0,4.107761261,Afternoon,Light,Shallow,-1
5100,2023,1,3,-8.405701637,108.3758698,38.0,3.641413473,Evening,Minor,Shallow,-1
5125,2023,2,4,-7.831035614,107.2685089,50.0,3.884123286,Night,Minor,Shallow,4
5127,2023,2,4,-7.786651134,107.2746582,30.0,3.83709711,Dawn,Minor,Shallow,4
5143,2023,2,4,-8.578045845,109.0429382,58.0,3.500550505,Evening,Minor,Shallow,21
5149,2023,2,4,-8.434119225,107.8436584,57.0,5.105175101,Dawn,Moderate,Shallow,2
5157,2023,2,4,-8.529967308,108.6334763,49.0,3.843235705,Morning,Minor,Shallow,10
5159,2023,2,4,-7.783198833,107.2946396,34.0,3.714911583,Dawn,Minor,Shallow,4
5162,2023,2,4,-7.68179369,106.4750137,22.0,3.71792996,Evening,Minor,Shallow,6
5165,2023,2,4,-8.004398346,107.9021072,25.0,3.99422989,Evening,Minor,Shallow,2
5167,2023,2,4,-7.748888016,106.3700333,49.0,3.914050959,Dawn,Minor,Shallow,6
5172,2023,2,4,-8.093214989,107.9003601,25.0,3.798099165,Afternoon,Minor,Shallow,2
5176,2023,2,5,-8.824456215,110.213562,22.0,3.705343731,Dawn,Minor,Shallow,11
5177,2023,2,5,-6.783224106,106.6795959,10.0,3.519838584,Afternoon,Minor,Shallow,23
5187,2023,2,5,-8.072293282,107.8725052,23.0,4.47033788,Evening,Light,Shallow,2
5189,2023,2,5,-8.822834015,111.1759338,60.0,4.114477448,Night,Light,Shallow,16
5191,2023,2,5,-8.660108566,109.7516708,20.0,3.550916464,Morning,Minor,Shallow,-1
5200,2023,2,5,-8.366792198,108.9748518,64.0,4.116793169,Evening,Light,Shallow,13
5202,2023,2,5,-8.369774818,107.2809143,10.0,3.813530969,Evening,Minor,Shallow,7
5203,2023,2,5,-8.233411789,107.810173,18.0,3.540214852,Night,Minor,Shallow,2
5211,2023,2,5,-7.536642551,105.5659943,11.0,3.802665302,Afternoon,Minor,Shallow,-1
5216,2023,2,5,-8.973484039,112.9856644,19.0,4.459240959,Morning,Light,Shallow,27
5225,2023,2,5,-8.50372982,108.9000397,23.0,3.70336022,Morning,Minor,Shallow,13
5226,2023,2,5,-8.94787693,113.0236206,20.0,3.799788597,Afternoon,Minor,Shallow,27
5229,2023,2,5,-7.278504848,106.1341476,64.0,4.008618446,Evening,Light,Shallow,3
5233,2023,2,6,-7.805319786,106.5294266,22.0,3.731433937,Morning,Minor,Shallow,6
5236,2023,2,6,-8.358233452,107.9116135,10.0,4.631834242,Afternoon,Light,Shallow,2
5238,2023,2,6,-8.86828804,112.4632797,39.0,3.659631324,Dawn,Minor,Shallow,8
5239,2023,2,6,-6.092136383,112.8665085,10.0,3.816758003,Dawn,Minor,Shallow,-1
5240,2023,2,6,-7.887058735,107.0725555,52.0,4.756580194,Morning,Light,Shallow,14
5242,2023,2,6,-8.918636322,110.6436005,20.0,3.586065246,Afternoon,Minor,Shallow,-1
5244,2023,2,6,-8.944284439,110.709343,45.0,3.513133238,Afternoon,Minor,Shallow,-1
5247,2023,2,6,-8.103514671,107.2726593,18.0,4.88647835,Evening,Light,Shallow,7
5249,2023,2,6,-6.848070145,107.0556488,10.0,3.534496086,Dawn,Minor,Shallow,30
5253,2023,2,6,-7.099983692,111.8636932,10.0,3.981365793,Night,Minor,Shallow,-1
5261,2023,2,6,-6.81676054,108.6126709,10.0,3.833428226,Evening,Minor,Shallow,-1
5262,2023,2,6,-6.809304237,108.5615387,10.0,3.784125919,Night,Minor,Shallow,-1
5273,2023,2,6,-7.494976044,112.5354614,11.0,4.582403207,Afternoon,Light,Shallow,-1
5287,2023,2,6,-8.482950211,108.6385422,52.0,3.837267158,Afternoon,Minor,Shallow,10
5288,2023,2,6,-8.837428093,112.4558792,33.0,4.706846704,Night,Light,Shallow,8
5289,2023,2,6,-8.327927589,108.4982452,28.0,3.777152209,Morning,Minor,Shallow,-1
5291,2023,2,6,-8.38692379,108.9420929,32.0,4.401380842,Dawn,Light,Shallow,13
5295,2023,2,6,-8.586949348,109.4891586,32.0,3.97980144,Morning,Minor,Shallow,-1
5297,2023,2,6,-8.603583336,110.0848007,43.0,3.944321798,Afternoon,Minor,Shallow,31
5300,2023,2,6,-8.55996418,110.0734253,43.0,4.533557632,Afternoon,Light,Shallow,31
5302,2023,2,6,-8.619404793,110.0873184,36.0,3.609722527,Afternoon,Minor,Shallow,31
5306,2023,3,7,-6.75851965,106.6280365,10.0,4.178304386,Evening,Light,Shallow,23
5311,2023,3,7,-7.659355164,105.9315491,21.0,4.513228216,Afternoon,Light,Shallow,3
5312,2023,3,7,-8.980745316,112.4598846,33.0,3.795267601,Dawn,Minor,Shallow,8
5313,2023,3,7,-8.537983894,110.0877686,30.0,4.136152328,Evening,Light,Shallow,31
5316,2023,3,7,-7.805674076,107.2718811,27.0,4.043400298,Night,Light,Shallow,4
5325,2023,3,7,-8.957554817,109.7402725,20.0,3.727279289,Afternoon,Minor,Shallow,12
5328,2023,3,7,-8.524423599,110.132019,39.0,4.266262989,Afternoon,Light,Shallow,31
5331,2023,3,7,-8.546630859,110.1306,64.0,3.563509682,Dawn,Minor,Shallow,31
5334,2023,3,7,-7.45561552,105.0255432,10.0,3.912418919,Evening,Minor,Shallow,-1
5336,2023,3,7,-8.050236702,107.524559,50.0,4.386839497,Evening,Light,Shallow,-1
5338,2023,3,7,-8.865644455,111.0052719,59.0,5.0081836,Afternoon,Moderate,Shallow,19
5341,2023,3,7,-8.0583992,107.9169769,22.0,3.730807652,Afternoon,Minor,Shallow,2
5342,2023,3,7,-8.962153435,112.4412003,32.0,3.563797079,Evening,Minor,Shallow,8
5346,2023,3,7,-8.692650795,112.3943863,55.0,3.626465808,Afternoon,Minor,Shallow,-1
5362,2023,3,8,-8.021759987,107.3613586,55.0,4.100581482,Dawn,Light,Shallow,7
5368,2023,3,8,-8.749984741,107.8751297,10.0,4.23098505,Evening,Light,Shallow,-1
5379,2023,3,8,-8.913992882,111.7705917,10.0,3.89068493,Afternoon,Minor,Shallow,-1
5384,2023,3,8,-7.752809525,105.3524933,50.0,5.863336498,Dawn,Moderate,Shallow,-1
5387,2023,3,8,-7.879528999,107.3038254,26.0,3.534894229,Dawn,Minor,Shallow,4
5388,2023,3,8,-8.832949638,111.0930481,10.0,4.690133855,Afternoon,Light,Shallow,16
5389,2023,3,8,-8.90154171,111.0762253,10.0,5.062699338,Evening,Moderate,Shallow,16
5390,2023,3,8,-8.825140953,111.1192398,10.0,3.656226032,Morning,Minor,Shallow,16
5398,2023,3,8,-8.746614456,111.5233688,26.0,5.037984687,Evening,Moderate,Shallow,-1
5400,2023,3,8,-8.263365746,108.1731796,31.0,4.146220395,Morning,Light,Shallow,17
5414,2023,3,9,-7.332763672,107.5359955,10.0,3.867535286,Dawn,Minor,Shallow,0
5420,2023,3,9,-8.45611763,108.9139175,14.0,4.53596729,Afternoon,Light,Shallow,13
5421,2023,3,9,-8.602182388,110.0567627,25.0,4.260855809,Evening,Light,Shallow,31
5430,2023,3,9,-8.388604164,109.263298,39.0,3.533232505,Afternoon,Minor,Shallow,15
5441,2023,3,9,-8.233625412,107.7690048,33.0,3.555302609,Evening,Minor,Shallow,2
5442,2023,3,9,-7.623600483,106.9454269,31.0,3.872371887,Evening,Minor,Shallow,14
5445,2023,3,9,-8.528832436,109.0531693,11.0,3.655818901,Evening,Minor,Shallow,21
5455,2023,3,9,-7.876349926,107.1322784,29.0,4.118703466,Evening,Light,Shallow,14
5459,2023,3,9,-8.70450592,111.0723877,32.0,3.612292622,Evening,Minor,Shallow,-1
5466,2023,3,9,-8.445669174,108.9164429,13.0,3.886548153,Morning,Minor,Shallow,13
5480,2023,4,10,-8.967202187,110.8283005,66.0,4.047464013,Afternoon,Light,Shallow,-1
5483,2023,4,10,-8.285132408,107.8633728,10.0,3.589739874,Morning,Minor,Shallow,2
5485,2023,4,10,-8.68563652,110.8720322,34.0,3.615119268,Evening,Minor,Shallow,-1
5486,2023,4,10,-7.838583469,111.5570221,7.0,3.521157801,Evening,Minor,Shallow,-1
5488,2023,4,10,-8.505052567,108.6175613,35.0,3.623766418,Evening,Minor,Shallow,10
