,year,quarter,month,latitude,longitude,depth,magnitude,dayPeriod,earthquakeCategory,depthCategory,cluster
1912,2018,3,7,-7.108632088,106.2812576,10.0,3.949885489,Afternoon,Minor,Shallow,-1
1916,2018,3,7,-7.877296925,106.5866547,10.0,3.707483793,Morning,Minor,Shallow,6
1919,2018,3,8,-7.50165081,105.9998016,28.0,3.667733276,Afternoon,Minor,Shallow,3
1929,2018,3,8,-8.943937302,112.4358978,50.0,4.774305531,Morning,Light,Shallow,8
1931,2018,3,8,-8.821461678,112.4653549,32.0,3.99089506,Evening,Minor,Shallow,8
1938,2018,3,8,-8.908993721,112.4423676,26.0,4.564773459,Morning,Light,Shallow,8
1940,2018,3,8,-8.36914444,108.958931,48.0,4.909643526,Morning,Light,Shallow,13
1942,2018,3,8,-7.140257359,105.5776596,57.0,3.978669035,Dawn,Minor,Shallow,20
1947,2018,3,8,-8.9171772,107.0822372,10.0,3.53718591,Night,Minor,Shallow,-1
1950,2018,3,8,-7.523217678,106.6801453,35.0,4.688428434,Afternoon,Light,Shallow,6
1955,2018,3,8,-7.713761806,105.7983932,10.0,4.219898372,Night,Light,Shallow,3
1956,2018,3,8,-7.703602314,105.9311752,28.0,3.844814098,Morning,Minor,Shallow,3
1957,2018,3,8,-7.754499435,107.3784027,15.0,3.575512721,Night,Minor,Shallow,4
1967,2018,3,8,-7.733390331,106.3825455,10.0,3.632770429,Evening,Minor,Shallow,6
1979,2018,3,9,-8.166333199,107.8993912,18.0,3.812425661,Afternoon,Minor,Shallow,2
1980,2018,3,9,-8.893027306,109.8808212,25.0,4.344659536,Afternoon,Light,Shallow,12
1982,2018,3,9,-7.844794273,107.2531052,29.0,3.574178023,Dawn,Minor,Shallow,4
1984,2018,3,9,-7.12432003,105.2621613,10.0,4.262723801,Morning,Light,Shallow,1
1988,2018,3,9,-7.909421444,106.3716202,19.0,3.608586559,Afternoon,Minor,Shallow,-1
1989,2018,3,9,-7.791248798,107.3511658,10.0,3.965033425,Afternoon,Minor,Shallow,4
1992,2018,3,9,-8.607114792,108.1410828,10.0,3.689893548,Night,Minor,Shallow,-1
1999,2018,4,10,-7.92145443,107.1036072,27.0,3.825328296,Evening,Minor,Shallow,14
2000,2018,4,10,-8.048670769,107.0325241,10.0,3.570059644,Evening,Minor,Shallow,14
2004,2018,4,10,-7.221255779,105.0556335,24.0,4.412027124,Afternoon,Light,Shallow,-1
2011,2018,4,10,-7.247310638,105.3092651,10.0,3.796440656,Morning,Minor,Shallow,1
2014,2018,4,10,-8.551925659,108.6081085,49.0,3.553289446,Afternoon,Minor,Shallow,10
2016,2018,4,10,-8.194909096,107.3463898,25.0,4.1411572,Dawn,Light,Shallow,7
2021,2018,4,10,-8.398153305,107.7079773,10.0,3.701926994,Evening,Minor,Shallow,2
2028,2018,4,10,-8.567695618,107.5367813,10.0,3.751748824,Night,Minor,Shallow,-1
2029,2018,4,10,-7.109406948,105.8937378,56.0,3.722227034,Afternoon,Minor,Shallow,3
2037,2018,4,11,-7.315276146,105.3153381,10.0,4.360466806,Morning,Light,Shallow,1
2039,2018,4,11,-7.77969408,106.4146042,10.0,3.673713924,Dawn,Minor,Shallow,6
2051,2018,4,12,-7.14230442,105.8698425,49.0,4.871479921,Evening,Light,Shallow,3
2052,2018,4,12,-8.99655056,108.4569244,44.0,4.516501559,Night,Light,Shallow,-1
2053,2018,4,12,-8.136537552,107.8460922,24.0,4.144734536,Afternoon,Light,Shallow,2
2070,2019,1,1,-7.789256096,106.4483109,56.0,4.911964583,Morning,Light,Shallow,6
2082,2019,1,1,-8.097026825,107.8943176,28.0,3.936336004,Morning,Minor,Shallow,2
2085,2019,1,1,-8.007675171,107.2001648,27.0,3.616709952,Evening,Minor,Shallow,7
2099,2019,1,1,-8.282326698,107.3446274,10.0,3.67545897,Dawn,Minor,Shallow,7
2115,2019,1,1,-8.982566833,112.7710266,10.0,3.601969815,Morning,Minor,Shallow,-1
2119,2019,1,1,-8.139060974,107.2092743,12.0,3.920043396,Afternoon,Minor,Shallow,7
2120,2019,1,1,-7.606132507,106.6571655,11.0,3.526138778,Afternoon,Minor,Shallow,6
2121,2019,1,1,-6.710388184,108.3209991,14.0,3.69249339,Evening,Minor,Shallow,-1
2136,2019,1,2,-8.102872849,107.8977814,28.0,3.823558268,Afternoon,Minor,Shallow,2
2143,2019,1,2,-8.474061012,108.7641983,17.0,3.55064335,Night,Minor,Shallow,10
2144,2019,1,2,-7.300137997,107.693634,15.0,4.450236361,Morning,Light,Shallow,9
2146,2019,1,2,-8.109048843,107.8724518,24.0,4.096806336,Afternoon,Light,Shallow,2
2152,2019,1,2,-7.034358978,105.6871033,46.0,4.810715484,Evening,Light,Shallow,-1
2160,2019,1,2,-8.984628677,110.2375488,10.0,4.296359504,Evening,Light,Shallow,11
2164,2019,1,2,-6.473792076,113.7409973,10.0,5.714087387,Morning,Moderate,Shallow,-1
2169,2019,1,2,-7.80261755,106.5583649,12.0,3.951615395,Afternoon,Minor,Shallow,6
2176,2019,1,3,-8.495203018,109.1936493,12.0,4.003625373,Night,Light,Shallow,15
2180,2019,1,3,-8.174622536,107.8882599,15.0,4.021124245,Dawn,Light,Shallow,2
2183,2019,1,3,-7.885111332,107.2553635,30.0,3.83127214,Evening,Minor,Shallow,4
2188,2019,1,3,-7.393650055,106.0427475,27.0,3.796209763,Dawn,Minor,Shallow,3
2195,2019,1,3,-8.498883247,107.1283264,10.0,3.756780806,Morning,Minor,Shallow,-1
2197,2019,1,3,-7.595244408,105.8083572,35.0,3.539183176,Night,Minor,Shallow,-1
2210,2019,1,3,-8.441592216,107.9586639,10.0,3.52658754,Evening,Minor,Shallow,-1
2222,2019,1,3,-7.880915165,107.2654037,28.0,3.641545183,Night,Minor,Shallow,4
2224,2019,1,3,-7.375267982,106.0772858,22.0,3.890708641,Dawn,Minor,Shallow,3
2225,2019,1,3,-7.986954212,106.6837921,67.0,3.532611828,Morning,Minor,Shallow,-1
2234,2019,2,4,-7.246549129,106.8002243,10.0,3.651233924,Dawn,Minor,Shallow,-1
2237,2019,2,4,-8.211735725,107.3308105,44.0,5.032726643,Afternoon,Moderate,Shallow,7
2240,2019,2,4,-8.521952629,108.381546,45.0,3.980111508,Morning,Minor,Shallow,10
2258,2019,2,4,-7.717927933,106.4811172,25.0,3.67888825,Evening,Minor,Shallow,6
2259,2019,2,4,-8.378168106,107.775238,29.0,3.910486711,Evening,Minor,Shallow,2
2260,2019,2,4,-8.211550713,107.3151169,21.0,3.766660996,Evening,Minor,Shallow,7
2263,2019,2,4,-7.273628712,106.2689438,50.0,3.818560294,Morning,Minor,Shallow,-1
2268,2019,2,5,-7.864072323,107.2823257,25.0,3.904204084,Evening,Minor,Shallow,4
2269,2019,2,5,-8.442084312,108.8528442,36.0,4.405531452,Night,Light,Shallow,13
2279,2019,2,5,-8.433461189,109.2007217,25.0,3.794092462,Morning,Minor,Shallow,15
2283,2019,2,5,-8.935938835,112.4906235,65.0,4.539763838,Afternoon,Light,Shallow,8
2291,2019,2,5,-7.284861088,105.1219406,26.0,3.710263354,Afternoon,Minor,Shallow,-1
2292,2019,2,5,-6.726953983,110.851944,6.0,3.760979568,Dawn,Minor,Shallow,-1
2295,2019,2,5,-8.074920654,107.2664642,21.0,3.60261477,Dawn,Minor,Shallow,7
2298,2019,2,5,-8.147210121,107.2499695,23.0,3.56763701,Afternoon,Minor,Shallow,7
2303,2019,2,5,-7.600435257,105.9035645,10.0,3.638764283,Evening,Minor,Shallow,3
2304,2019,2,5,-8.881760597,107.9878616,10.0,4.133176142,Morning,Light,Shallow,-1
2310,2019,2,6,-7.997814655,106.9095993,19.0,4.020925395,Afternoon,Light,Shallow,14
2315,2019,2,6,-7.732122421,106.6322174,13.0,3.71662993,Dawn,Minor,Shallow,6
2318,2019,2,6,-8.372983932,109.0208664,23.0,3.507143213,Afternoon,Minor,Shallow,13
2319,2019,2,6,-7.28902483,105.3259583,11.0,3.605808833,Morning,Minor,Shallow,1
2321,2019,2,6,-8.432369232,108.8447495,46.0,5.32452395,Morning,Moderate,Shallow,13
2324,2019,2,6,-7.80081892,105.8661957,10.0,3.609865446,Evening,Minor,Shallow,3
2328,2019,2,6,-7.82830286,107.2759628,37.0,3.997182626,Afternoon,Minor,Shallow,4
2329,2019,2,6,-8.236755371,107.7242661,26.0,3.559644411,Afternoon,Minor,Shallow,2
2330,2019,2,6,-8.887212753,112.4873505,30.0,3.593645902,Morning,Minor,Shallow,8
2336,2019,2,6,-8.444903374,108.7022095,54.0,5.188525185,Morning,Moderate,Shallow,10
2340,2019,2,6,-8.153958321,107.9079819,17.0,4.355482179,Evening,Light,Shallow,2
2341,2019,2,6,-8.366325378,108.8869629,37.0,3.782652955,Afternoon,Minor,Shallow,13
2344,2019,2,6,-8.982363701,110.5813904,10.0,4.107183898,Morning,Light,Shallow,22
2345,2019,2,6,-6.989160061,110.325531,10.0,5.706508748,Dawn,Moderate,Shallow,-1
2354,2019,3,7,-7.743668556,106.5785294,18.0,3.726706021,Evening,Minor,Shallow,6
2358,2019,3,7,-8.243821144,107.7339172,10.0,3.970789311,Afternoon,Minor,Shallow,2
2362,2019,3,7,-8.138336182,107.9103699,18.0,4.392765167,Evening,Light,Shallow,2
2363,2019,3,7,-8.214030266,107.3133545,10.0,4.211854148,Evening,Light,Shallow,7
2366,2019,3,7,-7.138366699,105.9559402,10.0,3.709809648,Morning,Minor,Shallow,3
2367,2019,3,7,-8.209629059,108.1552811,32.0,4.018359989,Morning,Light,Shallow,17
2370,2019,3,7,-8.347197533,108.3587418,50.0,4.447157619,Dawn,Light,Shallow,-1
2376,2019,3,7,-7.382401466,106.0095749,47.0,4.966862134,Afternoon,Light,Shallow,3
2378,2019,3,7,-8.829922676,113.9412003,10.0,6.912013451,Night,Strong,Shallow,-1
2380,2019,3,8,-7.48473835,106.4189758,19.0,4.624476761,Afternoon,Light,Shallow,-1
2389,2019,3,8,-8.519115448,108.4102859,13.0,3.659160439,Morning,Minor,Shallow,10
2395,2019,3,8,-8.69414711,110.134407,62.0,4.971675785,Afternoon,Light,Shallow,-1
2408,2019,3,8,-7.660809517,106.6863556,10.0,3.53231203,Morning,Minor,Shallow,6
2412,2019,3,8,-7.336957455,106.098877,15.0,4.303074657,Dawn,Light,Shallow,3
2417,2019,3,8,-7.862287045,106.4376678,10.0,3.699870622,Night,Minor,Shallow,6
2433,2019,3,8,-6.789373398,106.5371857,2.0,4.045794855,Evening,Light,Shallow,23
2434,2019,3,8,-6.791318893,106.5426788,2.0,3.579767921,Evening,Minor,Shallow,23
2435,2019,3,8,-6.778941154,106.519455,3.0,3.6411453,Evening,Minor,Shallow,23
2436,2019,3,8,-6.767422199,106.5300751,3.0,3.577385512,Evening,Minor,Shallow,23
2447,2019,3,8,-8.19777298,107.5048981,27.0,3.797701311,Morning,Minor,Shallow,-1
2449,2019,3,8,-7.870135307,107.2630768,29.0,3.711415232,Evening,Minor,Shallow,4
2450,2019,3,8,-6.784842014,106.5077896,2.0,4.034485457,Dawn,Light,Shallow,23
2461,2019,3,8,-8.905248642,112.4637375,10.0,4.481913195,Afternoon,Light,Shallow,8
2463,2019,3,8,-8.589182854,108.6862793,26.0,3.831725235,Afternoon,Minor,Shallow,10
2471,2019,3,8,-7.673744678,105.8921814,13.0,3.693406508,Dawn,Minor,Shallow,3
2479,2019,3,9,-8.758068085,111.7789307,28.0,3.674213129,Evening,Minor,Shallow,-1
2481,2019,3,9,-8.085679054,107.2683563,19.0,4.786558196,Dawn,Light,Shallow,7
2485,2019,3,9,-8.418375015,108.1065674,10.0,4.303917784,Afternoon,Light,Shallow,5
2494,2019,3,9,-8.413476944,109.1930237,33.0,3.692245221,Night,Minor,Shallow,15
2497,2019,3,9,-8.158698082,107.9062195,16.0,3.956909815,Afternoon,Minor,Shallow,2
2500,2019,3,9,-8.904973984,112.4784088,18.0,3.878116447,Night,Minor,Shallow,8
2502,2019,3,9,-8.065548897,107.6584015,10.0,3.554006919,Evening,Minor,Shallow,-1
2506,2019,3,9,-7.355410099,106.1170349,21.0,4.099531256,Afternoon,Light,Shallow,3
2513,2019,3,9,-7.846061707,107.2735825,29.0,3.624841352,Dawn,Minor,Shallow,4
2514,2019,3,9,-7.68117094,105.8314743,10.0,4.303773505,Evening,Light,Shallow,3
2516,2019,3,9,-8.146711349,107.8925171,18.0,3.563760188,Dawn,Minor,Shallow,2
2522,2019,4,10,-8.203235626,108.2294769,15.0,4.647685843,Afternoon,Light,Shallow,17
2525,2019,4,10,-8.93161869,109.8005371,10.0,4.040243756,Afternoon,Light,Shallow,12
2526,2019,4,10,-8.567414284,108.8314896,10.0,4.76767395,Morning,Light,Shallow,13
2527,2019,4,10,-8.549582481,108.8686981,10.0,4.372446796,Morning,Light,Shallow,13
2530,2019,4,10,-8.183940887,107.9222717,10.0,3.680844668,Morning,Minor,Shallow,2
2536,2019,4,10,-8.976820946,111.3034668,16.0,3.640077376,Evening,Minor,Shallow,16
2538,2019,4,10,-8.17873764,107.9093628,10.0,3.96018189,Afternoon,Minor,Shallow,2
2541,2019,4,10,-8.077390671,107.2421951,18.0,3.936966842,Evening,Minor,Shallow,7
2542,2019,4,10,-8.368154526,111.7230606,29.0,4.250747167,Evening,Light,Shallow,-1
2543,2019,4,10,-8.79449749,110.2427292,20.0,3.780076505,Evening,Minor,Shallow,11
2549,2019,4,10,-8.104215622,108.7003937,54.0,4.335771294,Morning,Light,Shallow,-1
2551,2019,4,10,-7.058154106,106.5422363,10.0,3.863466279,Morning,Minor,Shallow,-1
2558,2019,4,10,-8.446631432,110.7051086,10.0,3.775897346,Morning,Minor,Shallow,-1
2560,2019,4,10,-8.184454918,108.2426147,25.0,4.762044008,Night,Light,Shallow,17
2561,2019,4,10,-8.415532112,109.1939316,10.0,3.919854595,Afternoon,Minor,Shallow,15
2562,2019,4,11,-8.085792542,107.8958282,35.0,4.241200178,Morning,Light,Shallow,2
2564,2019,4,11,-8.127999306,107.897438,14.0,3.986663465,Afternoon,Minor,Shallow,2
2565,2019,4,11,-8.504310608,108.8706741,10.0,3.65310815,Night,Minor,Shallow,13
2567,2019,4,11,-8.960581779,110.3445892,10.0,4.640405443,Evening,Light,Shallow,24
2569,2019,4,11,-7.950469494,107.1247101,23.0,3.704551086,Dawn,Minor,Shallow,14
2570,2019,4,11,-8.194823265,107.2244644,11.0,4.165824981,Dawn,Light,Shallow,7
2571,2019,4,11,-7.552417755,105.9273453,10.0,3.724471031,Morning,Minor,Shallow,3
2579,2019,4,11,-8.112855911,107.9123993,17.0,4.4045181,Night,Light,Shallow,2
2587,2019,4,11,-8.982075691,109.7990189,10.0,4.56369325,Afternoon,Light,Shallow,12
2589,2019,4,11,-8.488215446,107.0978394,10.0,3.659155718,Evening,Minor,Shallow,-1
2599,2019,4,11,-7.790138721,106.5495758,10.0,3.997914643,Morning,Minor,Shallow,6
2601,2019,4,11,-8.122624397,107.8667374,31.0,4.009375114,Evening,Light,Shallow,2
2606,2019,4,11,-8.626664162,108.7348557,10.0,4.041325021,Morning,Light,Shallow,10
2609,2019,4,11,-8.920973778,111.3874741,16.0,4.24516585,Afternoon,Light,Shallow,16
2613,2019,4,11,-8.799314499,111.2698212,38.0,4.271221594,Afternoon,Light,Shallow,16
2615,2019,4,12,-7.266814709,105.9311752,68.0,3.810851941,Dawn,Minor,Shallow,3
2616,2019,4,12,-8.794400215,112.5342407,36.0,3.508524127,Dawn,Minor,Shallow,8
2620,2019,4,12,-7.206945896,105.9770279,13.0,3.82179886,Dawn,Minor,Shallow,3
2621,2019,4,12,-7.470118046,106.0359039,14.0,3.774110705,Dawn,Minor,Shallow,3
2627,2019,4,12,-8.813131332,112.775444,43.0,5.352046721,Afternoon,Moderate,Shallow,-1
2629,2019,4,12,-7.099684715,107.8268814,10.0,5.028118184,Evening,Moderate,Shallow,-1
2631,2019,4,12,-6.257637501,109.3174515,10.0,5.543466368,Night,Moderate,Shallow,-1
2633,2019,4,12,-8.317369461,108.5425186,56.0,4.642632441,Afternoon,Light,Shallow,-1
2634,2019,4,12,-8.954909325,113.0135651,12.0,4.208446868,Evening,Light,Shallow,27
2636,2019,4,12,-6.969173431,106.7562561,10.0,5.116608352,Dawn,Moderate,Shallow,-1
2639,2019,4,12,-8.560845375,111.9046631,65.0,3.603653824,Evening,Minor,Shallow,-1
2640,2019,4,12,-7.112965107,105.7114944,69.0,3.844960955,Evening,Minor,Shallow,-1
2643,2019,4,12,-7.544559479,106.232605,21.0,3.900007607,Evening,Minor,Shallow,-1
2644,2019,4,12,-7.887994289,107.2739258,20.0,3.98040585,Evening,Minor,Shallow,4
2647,2019,4,12,-8.959270477,110.1634598,10.0,3.652834296,Evening,Minor,Shallow,-1
2648,2019,4,12,-7.938688278,107.0245361,10.0,3.865777221,Afternoon,Minor,Shallow,14
2649,2019,4,12,-7.785985947,105.8731155,10.0,3.775424282,Afternoon,Minor,Shallow,3
2651,2019,4,12,-8.038780212,107.0314865,10.0,4.352384607,Dawn,Light,Shallow,14
2652,2019,4,12,-7.860147953,107.2806854,20.0,4.070513928,Morning,Light,Shallow,4
2653,2019,4,12,-7.590653896,106.6519928,20.0,4.05525678,Morning,Light,Shallow,6
2654,2019,4,12,-7.511773109,105.891716,10.0,4.702673591,Afternoon,Light,Shallow,3
2660,2019,4,12,-6.463579178,113.8027344,10.0,5.283907313,Morning,Moderate,Shallow,-1
2662,2019,4,12,-8.468306541,109.4225159,10.0,3.812374465,Afternoon,Minor,Shallow,-1
2664,2019,4,12,-7.607729435,106.6975403,22.0,3.501124794,Night,Minor,Shallow,6
2665,2019,4,12,-6.414844036,108.564682,10.0,4.963681179,Dawn,Light,Shallow,-1
2666,2019,4,12,-8.002112389,107.3474808,20.0,3.678618569,Morning,Minor,Shallow,7
2672,2019,4,12,-6.855415821,111.2947083,19.0,3.657101554,Morning,Minor,Shallow,-1
2673,2019,4,12,-8.475073814,108.7640457,50.0,3.719253278,Afternoon,Minor,Shallow,10
2675,2019,4,12,-8.110523224,107.2555542,14.0,3.751192301,Morning,Minor,Shallow,7
2678,2019,4,12,-7.064824104,105.6010971,19.0,3.973980323,Dawn,Minor,Shallow,20
2680,2019,4,12,-8.156995773,107.3107529,13.0,3.635042524,Afternoon,Minor,Shallow,7
2685,2020,1,1,-7.878808022,107.2805939,20.0,3.898171018,Night,Minor,Shallow,4
2686,2020,1,1,-7.991178989,107.9173584,53.0,3.985845825,Afternoon,Minor,Shallow,2
2687,2020,1,1,-8.11703968,107.8881149,25.0,3.862142854,Evening,Minor,Shallow,2
2688,2020,1,1,-7.905310631,107.2472916,15.0,4.17778752,Evening,Light,Shallow,4
2690,2020,1,1,-8.117307663,107.334877,55.0,4.924720104,Evening,Light,Shallow,7
2692,2020,1,1,-7.496243954,105.9266739,10.0,4.344108904,Dawn,Light,Shallow,3
2699,2020,1,1,-8.982024193,110.9844666,25.0,3.780126093,Evening,Minor,Shallow,19
2702,2020,1,1,-8.834147453,108.589798,10.0,3.837043112,Afternoon,Minor,Shallow,-1
2703,2020,1,1,-8.852581024,108.5564957,10.0,3.754343747,Afternoon,Minor,Shallow,-1
2705,2020,1,1,-7.859739304,107.2758636,21.0,3.685357201,Evening,Minor,Shallow,4
2707,2020,1,1,-7.469027042,106.1481323,10.0,5.549975876,Evening,Moderate,Shallow,3
2717,2020,1,2,-7.214025497,107.728302,3.0,4.624648064,Night,Light,Shallow,9
2723,2020,1,2,-7.233778,113.0730515,10.0,7.003433245,Evening,Major,Shallow,-1
2727,2020,1,2,-8.452008247,109.4076767,36.0,3.951851714,Evening,Minor,Shallow,-1
2731,2020,1,2,-7.80899477,112.615448,19.0,3.606182327,Morning,Minor,Shallow,-1
2745,2020,1,2,-7.151454926,105.0268936,18.0,3.91265795,Night,Minor,Shallow,-1
2746,2020,1,2,-8.357831955,108.111763,24.0,3.603493439,Afternoon,Minor,Shallow,5
2751,2020,1,2,-7.682167053,111.9896393,10.0,4.095326804,Morning,Light,Shallow,-1
2763,2020,1,2,-6.557617188,110.9439621,10.0,4.605129232,Morning,Light,Shallow,-1
2767,2020,1,2,-7.343821049,106.0331726,5.0,4.197245274,Afternoon,Light,Shallow,3
2771,2020,1,2,-8.08343029,107.4939728,56.0,4.384910541,Night,Light,Shallow,-1
2772,2020,1,2,-8.66877079,108.8524857,25.0,3.598043696,Morning,Minor,Shallow,-1
2773,2020,1,2,-8.369632721,108.9673233,18.0,3.765664927,Afternoon,Minor,Shallow,13
2784,2020,1,3,-8.556308746,108.9803085,10.0,3.503883193,Night,Minor,Shallow,13
2793,2020,1,3,-7.786986351,107.0171967,25.0,4.262893458,Morning,Light,Shallow,14
2794,2020,1,3,-7.445070744,106.0383682,10.0,4.217764991,Morning,Light,Shallow,3
2798,2020,1,3,-6.538208485,106.9101944,10.0,5.029083817,Afternoon,Moderate,Shallow,-1
2801,2020,1,3,-6.783432007,106.6107788,10.0,5.024119542,Morning,Moderate,Shallow,23
2804,2020,1,3,-6.7409935,107.3502808,3.0,3.604047546,Afternoon,Minor,Shallow,-1
2807,2020,1,3,-8.064377785,107.8736649,20.0,3.705076249,Night,Minor,Shallow,2
2808,2020,1,3,-8.937049866,110.9728699,57.0,3.780607062,Dawn,Minor,Shallow,19
2814,2020,1,3,-8.602239609,108.8577576,10.0,4.332080311,Night,Light,Shallow,13
2816,2020,1,3,-7.021215439,105.5673752,25.0,4.137934375,Evening,Light,Shallow,20
2821,2020,1,3,-7.838786602,106.5792236,34.0,4.654241544,Dawn,Light,Shallow,6
2827,2020,1,3,-8.306652069,107.9194183,10.0,3.509173102,Morning,Minor,Shallow,2
2830,2020,1,3,-7.761162281,107.1249313,36.0,3.618079898,Evening,Minor,Shallow,-1
2838,2020,1,3,-7.57079792,105.9172745,10.0,4.089140599,Evening,Light,Shallow,3
2848,2020,2,4,-7.602804184,105.8741531,10.0,3.545188242,Dawn,Minor,Shallow,3
2851,2020,2,4,-8.093369484,107.8701096,19.0,3.690686073,Evening,Minor,Shallow,2
2857,2020,2,4,-7.883131981,106.9531326,12.0,3.553658941,Night,Minor,Shallow,14
2862,2020,2,4,-7.309344769,105.4377365,24.0,3.6729408,Night,Minor,Shallow,-1
2863,2020,2,4,-7.405426502,106.1774368,49.0,3.907698555,Afternoon,Minor,Shallow,3
2865,2020,2,4,-8.196154594,107.8910675,20.0,4.484158226,Morning,Light,Shallow,2
2872,2020,2,4,-6.882854939,106.3231659,10.0,3.641109723,Dawn,Minor,Shallow,-1
2873,2020,2,4,-8.462255478,111.2283096,10.0,3.722190763,Evening,Minor,Shallow,-1
2874,2020,2,4,-7.152517319,105.4862289,10.0,3.557819699,Morning,Minor,Shallow,1
2875,2020,2,4,-8.905104637,112.4854965,36.0,4.524809574,Morning,Light,Shallow,8
2877,2020,2,4,-8.969952583,111.2745132,27.0,4.518688047,Night,Light,Shallow,16
2879,2020,2,4,-7.776536942,106.9289474,29.0,4.5301463,Night,Light,Shallow,14
2880,2020,2,4,-7.05348444,106.4969254,10.0,3.644979649,Night,Minor,Shallow,-1
2884,2020,2,4,-8.236293793,107.8785553,10.0,3.544383065,Night,Minor,Shallow,2
2886,2020,2,4,-7.500636578,106.7049942,11.0,4.651381184,Morning,Light,Shallow,6
2887,2020,2,5,-8.174068451,108.2003174,29.0,4.82781559,Morning,Light,Shallow,17
2888,2020,2,5,-8.207044601,108.2202072,28.0,3.981553526,Afternoon,Minor,Shallow,17
2894,2020,2,5,-7.778615952,110.0873032,10.0,5.334478719,Dawn,Moderate,Shallow,-1
2895,2020,2,5,-7.687558174,106.4322586,12.0,4.540401913,Evening,Light,Shallow,6
2901,2020,2,5,-7.771173,106.5451584,13.0,3.778388193,Dawn,Minor,Shallow,6
2902,2020,2,5,-7.38318491,106.063179,30.0,3.675810906,Afternoon,Minor,Shallow,3
2908,2020,2,5,-8.360696793,108.1351852,10.0,4.927781254,Morning,Light,Shallow,5
2910,2020,2,5,-8.080752373,107.8704834,65.0,4.71161646,Morning,Light,Shallow,2
2911,2020,2,5,-8.961758614,110.8347015,10.0,4.680904056,Morning,Light,Shallow,-1
2912,2020,2,5,-7.696704865,106.9132614,17.0,4.24999517,Dawn,Light,Shallow,14
2915,2020,2,5,-7.664888859,107.3549347,69.0,3.987893512,Night,Minor,Shallow,-1
2916,2020,2,5,-8.082810402,107.861908,17.0,3.855799708,Evening,Minor,Shallow,2
2918,2020,2,5,-7.803602695,107.2143707,33.0,4.003114204,Afternoon,Light,Shallow,4
2919,2020,2,5,-8.118471146,107.8759003,65.0,4.635552158,Morning,Light,Shallow,2
2921,2020,2,5,-7.567862034,106.6875839,26.0,3.900181356,Evening,Minor,Shallow,6
2925,2020,2,5,-7.483985901,106.0188904,25.0,3.934886923,Morning,Minor,Shallow,3
2927,2020,2,6,-8.379385948,108.4558792,10.0,3.929086369,Morning,Minor,Shallow,10
2929,2020,2,6,-7.061790943,106.0843124,19.0,4.157201053,Afternoon,Light,Shallow,3
2933,2020,2,6,-7.823471069,107.2769623,21.0,3.960898635,Evening,Minor,Shallow,4
2934,2020,2,6,-7.773008823,107.2515869,21.0,3.906680793,Afternoon,Minor,Shallow,4
2935,2020,2,6,-7.40113306,105.4186172,10.0,5.008574922,Morning,Moderate,Shallow,-1
2936,2020,2,6,-7.80706358,107.2677765,24.0,3.571256656,Afternoon,Minor,Shallow,4
2938,2020,2,6,-7.232601166,105.9061432,17.0,4.498190716,Dawn,Light,Shallow,3
2940,2020,2,6,-8.992337227,111.1503067,10.0,3.772519565,Afternoon,Minor,Shallow,-1
2943,2020,2,6,-6.514848232,113.9014587,10.0,5.820788988,Morning,Moderate,Shallow,-1
2944,2020,2,6,-8.263055801,107.9084854,10.0,3.532371363,Morning,Minor,Shallow,2
2945,2020,2,6,-7.752978802,106.4619522,11.0,4.008560445,Afternoon,Light,Shallow,6
2948,2020,2,6,-8.231860161,107.8708878,10.0,4.136109445,Evening,Light,Shallow,2
2951,2020,2,6,-8.99236393,110.5270767,40.0,3.92269996,Morning,Minor,Shallow,22
2954,2020,2,6,-7.655130863,112.2547607,10.0,5.417680557,Afternoon,Moderate,Shallow,-1
2955,2020,2,6,-7.317730427,106.0775299,23.0,4.059354396,Night,Light,Shallow,3
2956,2020,2,6,-7.23862648,107.7161331,10.0,3.529349529,Afternoon,Minor,Shallow,9
2960,2020,3,7,-7.06655407,106.3709946,10.0,5.490851732,Dawn,Moderate,Shallow,-1
2961,2020,3,7,-7.6887784,106.9147415,18.0,4.399289849,Afternoon,Light,Shallow,14
2963,2020,3,7,-7.397469997,111.2752151,10.0,5.053441668,Morning,Moderate,Shallow,-1
2965,2020,3,7,-6.650591373,110.1854477,10.0,7.89469772,Evening,Major,Shallow,-1
2967,2020,3,7,-8.913305283,112.0602188,10.0,3.514970489,Dawn,Minor,Shallow,-1
2969,2020,3,7,-8.425820351,109.0625,28.0,3.525749475,Night,Minor,Shallow,13
2972,2020,3,7,-7.723791599,106.8909073,17.0,4.573674864,Dawn,Light,Shallow,14
2975,2020,3,7,-8.775797844,109.8828201,45.0,4.49801878,Evening,Light,Shallow,-1
2978,2020,3,7,-7.814626694,111.2072601,10.0,4.47462481,Evening,Light,Shallow,-1
2981,2020,3,7,-8.135375977,107.8895645,21.0,3.748511718,Dawn,Minor,Shallow,2
2984,2020,3,7,-8.151786804,107.3277283,26.0,4.335414843,Evening,Light,Shallow,7
2985,2020,3,7,-6.782419682,106.2969055,10.0,3.60099877,Morning,Minor,Shallow,-1
2988,2020,3,7,-7.2191782,113.2698212,10.0,5.236389476,Dawn,Moderate,Shallow,-1
2990,2020,3,7,-8.573872566,108.4811783,10.0,3.806418507,Night,Minor,Shallow,10
2991,2020,3,7,-7.887666225,107.0218811,11.0,4.440927952,Night,Light,Shallow,14
